Frame Number,Left Eye EAR,Right Eye EAR,Average EAR,Eye State
1,0.3275756546432835,0.3229762499298496,0.3252759522865665,Opened Eyes
2,0.28608459051510127,0.33144004533285043,0.30876231792397585,Opened Eyes
3,0.278976226691531,0.3016997293433648,0.2903379780174479,Opened Eyes
4,0.28994174536097,0.292021001012798,0.290981373186884,Opened Eyes
5,0.27879847820155745,0.3174687546376714,0.29813361641961444,Opened Eyes
6,0.28930867953195805,0.3174687546376714,0.30338871708481474,Opened Eyes
7,0.278976226691531,0.33144004533285043,0.3052081360121907,Opened Eyes
8,0.278976226691531,0.322531640716646,0.3007539337040885,Opened Eyes
9,0.27958668302664963,0.3289773517645959,0.3042820173956228,Opened Eyes
10,0.31405435355412825,0.3400766814697274,0.3270655175119278,Opened Eyes
11,0.3152148042349553,0.32806248474865696,0.3216386444918061,Opened Eyes
12,0.31405435355412825,0.35338763537244955,0.3337209944632889,Opened Eyes
13,0.3152148042349553,0.3228437012911195,0.3190292527630374,Opened Eyes
14,0.3014713054020897,0.3190379450996814,0.31025462525088554,Opened Eyes
15,0.3002139667455288,0.3190379450996814,0.3096259559226051,Opened Eyes
16,0.3125884533250995,0.3228437012911195,0.31771607730810947,Opened Eyes
17,0.30355343278862656,0.346365413678566,0.3249594232335963,Opened Eyes
18,0.3016780049844141,0.31300827819793237,0.30734314159117326,Opened Eyes
19,0.31451554994561787,0.3016997293433648,0.30810763964449134,Opened Eyes
20,0.3394052777544089,0.3649612600146424,0.35218326888452567,Opened Eyes
21,0.3273227833485027,0.3701556119603852,0.34873919765444394,Opened Eyes
22,0.3261259867147923,0.3199734130582992,0.32304969988654575,Opened Eyes
23,0.3254038975950481,0.32419520833125237,0.3247995529631502,Opened Eyes
24,0.3381643036623381,0.3199734130582992,0.32906885836031863,Opened Eyes
25,0.3277033171756491,0.33207154371143005,0.3298874304435396,Opened Eyes
26,0.3261601379173926,0.3611855156434329,0.3436728267804128,Opened Eyes
27,0.3261601379173926,0.36377156015924444,0.3449658490383185,Opened Eyes
28,0.35177341252561045,0.36345086013578776,0.3576121363306991,Opened Eyes
29,0.3378019086025681,0.36377156015924444,0.35078673438090624,Opened Eyes
30,0.3268263824824149,0.3542453164192695,0.3405358494508422,Opened Eyes
31,0.325795338990243,0.3676955262170047,0.34674543260362384,Opened Eyes
32,0.32767770700345406,0.36377156015924444,0.34572463358134925,Opened Eyes
33,0.3261601379173926,0.33473416495229247,0.33044715143484255,Opened Eyes
34,0.291372696160875,0.3542453164192695,0.32280900629007225,Opened Eyes
35,0.2790262506142152,0.2940206455889051,0.28652344810156016,Opened Eyes
36,0.3021846067761925,0.2902083727220959,0.2961964897491442,Opened Eyes
37,0.2768624613434231,0.29355640436349817,0.2852094328534607,Opened Eyes
38,0.29116675641696427,0.29355640436349817,0.2923615803902312,Opened Eyes
39,0.28456017814579376,0.28580307486363804,0.2851816265047159,Opened Eyes
40,0.27046815642111954,0.3045597186440279,0.2875139375325737,Opened Eyes
41,0.258390360956083,0.2830736594276411,0.27073201019186205,Opened Eyes
42,0.29399162536506457,0.2922074067747128,0.2930995160698887,Closed Eyes
43,0.2759746396274204,0.2945633766491923,0.28526900813830636,Closed Eyes
44,0.292021001012798,0.2731734702195226,0.2825972356161603,Closed Eyes
45,0.27171431114454186,0.25970025953053527,0.26570728533753857,Closed Eyes
46,0.2788785979644493,0.2822935333574016,0.2805860656609255,Closed Eyes
47,0.2373779165351776,0.2745263574798307,0.25595213700750413,Closed Eyes
48,0.21408785344134945,0.291049731745428,0.2525687925933887,Closed Eyes
49,0.2625648301548791,0.31790203571843473,0.29023343293665693,Closed Eyes
50,0.24917531944855753,0.2935203794069245,0.27134784942774104,Closed Eyes
63,0.29116675641696427,0.2656746568293437,0.278420706623154,Closed Eyes
64,0.3079960032283803,0.28845757068197453,0.2982267869551774,Closed Eyes
65,0.28022977795509585,0.3275628855801442,0.30389633176762,Opened Eyes
66,0.28117649778079035,0.32123905622683274,0.3012077770038115,Opened Eyes
67,0.26709967202983464,0.27624778887131474,0.2716737304505747,Opened Eyes
68,0.26904095716521453,0.30109335095177653,0.28506715405849553,Opened Eyes
69,0.26175250376707376,0.28599327005686026,0.273872886911967,Opened Eyes
70,0.26033502223497995,0.2682283289251625,0.2642816755800712,Opened Eyes
71,0.26709967202983464,0.25709958229471236,0.26209962716227353,Opened Eyes
72,0.25020281811397793,0.25709958229471236,0.2536512002043452,Opened Eyes
73,0.24946192864557443,0.2657041225195405,0.25758302558255747,Opened Eyes
74,0.24763331359272076,0.28920878566454106,0.2684210496286309,Closed Eyes
75,0.26444929091552966,0.30638574049539097,0.2854175157054603,Closed Eyes
76,0.2510412717391494,0.30779487927330346,0.27941807550622644,Closed Eyes
77,0.22193679366415164,0.23637662752409108,0.22915671059412135,Closed Eyes
78,0.21478153990677817,0.2741273258955384,0.2444544329011583,Closed Eyes
79,0.22296424576048296,0.25122966565939875,0.23709695570994085,Closed Eyes
80,0.22401587225999745,0.25933592428078345,0.24167589827039043,Closed Eyes
81,0.2079183566609723,0.24437162485083158,0.22614499075590194,Closed Eyes
82,0.21003734910843114,0.24784967132890795,0.22894351021866954,Closed Eyes
83,0.21003734910843114,0.25933592428078345,0.2346866366946073,Closed Eyes
84,0.2422813870631981,0.26641807101548143,0.2543497290393398,Closed Eyes
85,0.23396710730130993,0.2718549419985796,0.25291102464994475,Closed Eyes
86,0.22034299295439944,0.2539168198051002,0.23712990637974984,Closed Eyes
87,0.21041119220895377,0.2646756706498892,0.2375434314294215,Closed Eyes
88,0.2195903289799261,0.2677338527889283,0.2436620908844272,Closed Eyes
89,0.22860870858962223,0.2839021670424654,0.2562554378160438,Closed Eyes
90,0.25462820565241084,0.2988622940366508,0.27674524984453086,Closed Eyes
91,0.25462820565241084,0.28644589084071925,0.27053704824656505,Closed Eyes
92,0.25462820565241084,0.28644589084071925,0.27053704824656505,Closed Eyes
93,0.25773709217657015,0.2839021670424654,0.2708196296095178,Closed Eyes
94,0.22875445849833312,0.28644589084071925,0.25760017466952617,Closed Eyes
95,0.24289866548290404,0.2884723145242731,0.26568549000358854,Closed Eyes
96,0.2618914004394621,0.30718441010623443,0.2845379052728483,Closed Eyes
97,0.24921993926907243,0.2884723145242731,0.26884612689667275,Closed Eyes
98,0.2638779557077161,0.30113359837246495,0.2825057770400905,Closed Eyes
99,0.25446597039818813,0.2884723145242731,0.2714691424612306,Closed Eyes
100,0.24033077533360478,0.27182677610238176,0.25607877571799326,Closed Eyes
101,0.22922824714193468,0.24231301312615305,0.23577063013404387,Closed Eyes
102,0.22922824714193468,0.27182677610238176,0.25052751162215825,Closed Eyes
103,0.24033077533360478,0.2695108217707811,0.25492079855219296,Closed Eyes
104,0.22875445849833312,0.24388430433987696,0.23631938141910502,Closed Eyes
105,0.22963853638730447,0.25853386742337553,0.24408620190534,Closed Eyes
106,0.21750125846336418,0.2560391212978664,0.23677018988061527,Closed Eyes
107,0.21750125846336418,0.25814454924360714,0.23782290385348565,Closed Eyes
108,0.21681448296145037,0.2560391212978664,0.2364268021296584,Closed Eyes
109,0.19460701960469137,0.2277475438309579,0.21117728171782463,Closed Eyes
110,0.1933827139347725,0.2450255567326755,0.21920413533372402,Closed Eyes
111,0.23514583444440237,0.23229916165561634,0.23372249805000936,Closed Eyes
112,0.20911885547191095,0.24784967132890795,0.22848426340040945,Closed Eyes
113,0.22570917460151504,0.24784967132890795,0.23677942296521148,Closed Eyes
114,0.19196517281504022,0.21858458412448423,0.20527487846976222,Closed Eyes
115,0.21470027236776848,0.2614279934139747,0.23806413289087158,Closed Eyes
116,0.2045143320606596,0.22738226963859023,0.2159483008496249,Closed Eyes
117,0.19070538221859765,0.25298221281347033,0.221843797516034,Closed Eyes
118,0.21905499477964502,0.32877648161854717,0.2739157381990961,Closed Eyes
119,0.23319096990570898,0.3445089406894547,0.28884995529758184,Closed Eyes
120,0.20662183884333535,0.3597476516092642,0.28318474522629977,Closed Eyes
121,0.16608351213524405,0.33295604590814587,0.24951977902169498,Closed Eyes
122,0.16483082307670552,0.24472852045887797,0.20477967176779174,Closed Eyes
123,0.1750584427003637,0.30463589085367876,0.23984716677702123,Closed Eyes
124,0.17818341850460925,0.39712236063654355,0.2876528895705764,Closed Eyes
125,0.20404702917271264,0.5763876374247967,0.3902173332987547,Opened Eyes
126,0.22529656219419655,0.6622400167108418,0.44376828945251917,Opened Eyes
127,0.21456284430429512,0.5897937931103434,0.40217831870731924,Opened Eyes
128,0.25197852733428605,0.6738826610672304,0.4629305942007582,Opened Eyes
129,0.2598011158284737,0.6625637805595459,0.4611824481940098,Opened Eyes
130,0.2821423141405711,0.6313813596139957,0.4567618368772834,Opened Eyes
131,0.2314249603238966,0.5187900471598221,0.37510750374185936,Opened Eyes
132,0.24697287265193976,0.6895564460020027,0.46826465932697126,Opened Eyes
133,0.23720192281346011,0.5147838864559319,0.375992904634696,Opened Eyes
134,0.24409356790320105,0.49514004774953535,0.3696168078263682,Opened Eyes
135,0.21758846991305858,0.5822652680851947,0.39992686899912666,Opened Eyes
136,0.22471673864755035,0.5897814481443305,0.40724909339594045,Opened Eyes
137,0.22471673864755035,0.5426298613180829,0.38367329998281663,Opened Eyes
138,0.23667273956422752,0.7492263402165412,0.49294953989038437,Opened Eyes
139,0.22345701413137845,0.6588078458684125,0.44113242999989544,Opened Eyes
140,0.22345701413137845,0.5685674154338727,0.39601221478262555,Opened Eyes
141,0.23805009012293826,0.5342151542064302,0.38613262216468425,Opened Eyes
142,0.21690775415149088,0.5900926552686546,0.40350020471007275,Opened Eyes
143,0.23075022843486429,0.5398345637668169,0.3852923961008406,Opened Eyes
144,0.2463744398057973,0.5019231041938899,0.3741487719998436,Opened Eyes
145,0.26079072901316597,0.6551729768262086,0.4579818529196873,Opened Eyes
146,0.2237643124853203,0.48512007398522305,0.3544421932352717,Opened Eyes
147,0.21728270301241853,0.44315773928320346,0.330220221147811,Opened Eyes
148,0.23058543671531478,0.46225200952332995,0.34641872311932237,Opened Eyes
149,0.24969333638240535,0.4477286467974979,0.3487109915899516,Opened Eyes
150,0.2630668208823282,0.4049738253585161,0.3340203231204222,Opened Eyes
151,0.2703454826402766,0.47294338907063416,0.37164443585545537,Opened Eyes
152,0.262953111423425,0.5104607121594903,0.38670691179145766,Opened Eyes
153,0.27091418459143857,0.46547841339453067,0.3681962989929846,Opened Eyes
154,0.25751564181522696,0.4672336016204768,0.36237462171785184,Opened Eyes
155,0.26516750689278545,0.4437412779784702,0.3544543924356278,Opened Eyes
156,0.27296883362950175,0.4603750646005271,0.36667194911501444,Opened Eyes
157,0.27257024178831,0.4161630792025643,0.3443666604954372,Opened Eyes
158,0.266977248929024,0.42569122348420496,0.3463342362066145,Opened Eyes
159,0.244519914028968,0.37673254105722054,0.31062622754309427,Opened Eyes
160,0.24001542443668775,0.2968403509322653,0.2684278876844765,Opened Eyes
161,0.24873515272235774,0.2475173515365427,0.24812625212945022,Opened Eyes
187,0.21513375436645277,0.30630895977584227,0.2607213570711475,Opened Eyes
188,0.14175049801567693,0.2940858488375231,0.21791817342660003,Opened Eyes
190,0.20487382127717613,0.5905715747306197,0.3977226980038979,Opened Eyes
194,0.5754327205924906,0.20797454488396994,0.3917036327382303,Opened Eyes
195,0.4822356284488943,0.29986077029875535,0.39104819937382485,Opened Eyes
196,0.4032024979278528,0.3551958838687243,0.3791991908982886,Opened Eyes
197,0.35150250041949205,0.3421111119927325,0.34680680620611226,Opened Eyes
198,0.37975470264084626,0.3434014098717225,0.36157805625628436,Opened Eyes
199,0.36610391210939575,0.3739701232320888,0.37003701767074226,Opened Eyes
200,0.3637576992450067,0.35454668533022365,0.3591521922876152,Opened Eyes
201,0.29175018191494057,0.31801287507196746,0.304881528493454,Opened Eyes
202,0.28635164310645167,0.2799403255430893,0.28314598432477045,Opened Eyes
203,0.2425600369926115,0.24900825585656253,0.245784146424587,Opened Eyes
204,0.2860387758515623,0.31513543886333417,0.3005871073574482,Opened Eyes
205,0.2888892059142545,0.28661908110025264,0.2877541435072536,Opened Eyes
206,0.30529866053803806,0.29355640436349817,0.29942753245076814,Opened Eyes
207,0.28819658471234116,0.29355640436349817,0.29087649453791964,Opened Eyes
208,0.261245154965971,0.265338625631597,0.26329189029878397,Opened Eyes
209,0.31674210738978903,0.30432636934093027,0.31053423836535965,Opened Eyes
210,0.27559787217689874,0.31573337200187174,0.29566562208938524,Opened Eyes
211,0.24904865158988362,0.26041316191361746,0.25473090675175053,Opened Eyes
212,0.25910366084781783,0.2822935333574016,0.2706985971026097,Opened Eyes
213,0.27559787217689874,0.2885090386246973,0.282053455400798,Opened Eyes
214,0.27803644171042613,0.2945633766491923,0.2862999091798092,Opened Eyes
215,0.27803644171042613,0.2594937384167343,0.2687650900635802,Opened Eyes
216,0.25865816648727363,0.25086765682334156,0.2547629116553076,Opened Eyes
217,0.2539039870983689,0.2638024404833217,0.2588532137908453,Closed Eyes
218,0.2795222853412799,0.29128722344356633,0.2854047543924231,Closed Eyes
219,0.2651998119022775,0.2690755721841487,0.2671376920432131,Closed Eyes
220,0.27803644171042613,0.2884082134701481,0.2832223275902871,Closed Eyes
221,0.25001400512486416,0.2745263574798307,0.2622701813023474,Closed Eyes
222,0.2651998119022775,0.29128722344356633,0.2782435176729219,Closed Eyes
223,0.25865816648727363,0.2882623442327501,0.27346025536001184,Closed Eyes
224,0.27171431114454186,0.2727272727272727,0.2722207919359073,Closed Eyes
225,0.25865816648727363,0.27002894549100703,0.26434355598914033,Closed Eyes
230,0.2250827248842849,0.2030039215188851,0.214043323201585,Closed Eyes
232,0.23506047168911182,0.2425600369926115,0.23881025434086167,Closed Eyes
233,0.27225126274369355,0.26361340252247534,0.26793233263308447,Closed Eyes
234,0.27050429616001126,0.27791716833127056,0.2742107322456409,Closed Eyes
235,0.2795222853412799,0.2847715113930041,0.282146898367142,Closed Eyes
236,0.2621155869759971,0.2638024404833217,0.26295901372965935,Closed Eyes
237,0.2814455986401628,0.2798257544036321,0.28063567652189747,Closed Eyes
238,0.2539039870983689,0.26408848071360685,0.2589962339059879,Closed Eyes
239,0.292021001012798,0.26815907519229154,0.28009003810254474,Closed Eyes
240,0.29270917069956975,0.29993657058068846,0.2963228706401291,Closed Eyes
241,0.2571983999865673,0.2834626900680597,0.27033054502731346,Closed Eyes
242,0.2559655814685469,0.2728525781658746,0.26440907981721073,Closed Eyes
243,0.284167284962457,0.33139786076777283,0.3077825728651149,Opened Eyes
244,0.3466282363595247,0.3797105676568552,0.3631694020081899,Opened Eyes
245,0.32027671971730226,0.33679778909192354,0.3285372544046129,Opened Eyes
246,0.2163085952438659,0.2506670737821656,0.23348783451301575,Opened Eyes
247,0.22551368185934328,0.25642526419704925,0.24096947302819627,Opened Eyes
248,0.2719641466102106,0.31258731585544663,0.29227573123282863,Opened Eyes
249,0.3002139667455288,0.3315331597261715,0.31587356323585014,Opened Eyes
250,0.2885182171816715,0.3006932742059985,0.294605745693835,Opened Eyes
251,0.27495790429244854,0.2835229227342017,0.2792404135133251,Opened Eyes
252,0.2585684669699134,0.2832553219924299,0.2709118944811717,Opened Eyes
253,0.2611758488277851,0.29570272319657886,0.278439286012182,Opened Eyes
254,0.16850898518409446,0.20464687117164015,0.1865779281778673,Opened Eyes
255,0.1970087186277573,0.17789787807433338,0.18745329835104535,Opened Eyes
256,0.1787263484445864,0.20464687117164015,0.19168660980811328,Opened Eyes
257,0.211961028146971,0.2210206641423864,0.2164908461446787,Closed Eyes
258,0.2233851319222541,0.26595833284547127,0.2446717323838627,Closed Eyes
259,0.23657868385780023,0.25417742536571936,0.2453780546117598,Closed Eyes
260,0.24921993926907243,0.25417742536571936,0.2516986823173959,Closed Eyes
261,0.24904511619081077,0.25417742536571936,0.25161127077826506,Closed Eyes
262,0.2585684669699134,0.2718944526162899,0.2652314597931017,Closed Eyes
263,0.23706430602573036,0.24256003699261153,0.23981217150917095,Closed Eyes
264,0.2314521597425814,0.28240290723205164,0.2569275334873165,Closed Eyes
265,0.24562532499534442,0.2711801129961213,0.25840271899573286,Closed Eyes
266,0.258791424757235,0.24256003699261153,0.25067573087492323,Closed Eyes
267,0.24562532499534442,0.2714437265034026,0.2585345257493735,Closed Eyes
268,0.24616894497051722,0.2832100325561719,0.2646894887633445,Closed Eyes
269,0.25914073281260414,0.2769792728038243,0.2680600028082142,Closed Eyes
270,0.24635095530589718,0.2769792728038243,0.2616651140548607,Closed Eyes
271,0.2593323341199725,0.2553890519761239,0.2573606930480482,Closed Eyes
272,0.23213591945895146,0.2701086741442412,0.25112229680159637,Closed Eyes
273,0.23196441155267197,0.2701086741442412,0.2510365428484566,Closed Eyes
274,0.2593323341199725,0.24562532499534442,0.25247882955765844,Closed Eyes
275,0.20936956903608547,0.2529872206997607,0.23117839486792308,Closed Eyes
276,0.2233851319222541,0.2543800039688463,0.23888256794555018,Closed Eyes
277,0.24939081343331543,0.2543800039688463,0.2518854087010809,Closed Eyes
278,0.24635095530589718,0.28081911928953945,0.2635850372977183,Closed Eyes
279,0.2618914004394621,0.26060176031546733,0.26124658037746473,Closed Eyes
280,0.2719641466102106,0.2743354355991741,0.2731497911046924,Closed Eyes
281,0.27345277802486323,0.2701557020013531,0.27180424001310816,Closed Eyes
282,0.282842712474619,0.2585414099265924,0.27069206120060574,Closed Eyes
283,0.282842712474619,0.2585414099265924,0.27069206120060574,Closed Eyes
284,0.282842712474619,0.2592803375861226,0.27106152503037084,Closed Eyes
285,0.28261670947211076,0.25761053628924907,0.2701136228806799,Closed Eyes
286,0.2582199302987512,0.28082797815086524,0.26952395422480824,Closed Eyes
287,0.24562532499534442,0.28194193721730043,0.2637836311063224,Closed Eyes
288,0.23466561727822988,0.2956470618765453,0.2651563395773876,Closed Eyes
289,0.2688016652852352,0.28194193721730043,0.2753718012512678,Closed Eyes
290,0.2711018763123363,0.2923526731023431,0.2817272747073397,Closed Eyes
